35,F,7,353,92625
35,M,1,354,55117
18,M,3,355,55107
56,M,20,356,55101
18,M,0,357,98103
56,F,1,358,20815
25,M,17,359,55128
35,M,17,360,28208
25,F,14,361,94115
35,M,20,362,55407
18,M,10,363,55419
35,F,1,364,46815
18,F,4,365,02138
50,M,15,366,55126
50,M,12,367,55421
25,M,0,368,90293
35,M,1,369,55110
18,M,17,370,22304
18,M,4,371,02141
18,F,4,372,72227
25,F,2,373,55347
35,F,14,374,55346
25,M,2,375,55106
35,M,1,376,80026
25,M,17,377,55418
18,F,0,378,55105
35,F,1,379,54822
25,M,2,380,92024
35,M,17,381,89015
35,F,20,382,66205
25,F,7,383,78757
25,M,11,384,55075
25,M,6,385,68131
25,M,0,386,55408
35,F,7,387,55111
25,F,0,388,10021
25,M,6,389,68128
25,M,4,390,55405
45,M,11,391,22122
18,M,7,392,20037
35,M,17,393,55402
18,M,0,394,55013
18,M,5,395,55104
25,M,1,396,56187
35,M,17,397,22124
25,M,17,398,55454
35,F,6,399,55128
18,F,3,400,55422
18,M,0,401,55129
25,M,11,402,55427
18,M,4,403,02138
18,M,4,404,10128
56,M,1,405,13077
25,M,20,406,55105
18,M,17,407,89503
25,M,11,408,02143
18,M,12,409,55122
25,F,1,410,55417
45,F,1,411,43214
35,M,15,412,55117
25,M,11,413,55409
25,M,0,414,55317
35,F,0,415,55406
45,M,14,416,55076
25,F,0,417,50613
25,F,3,418,54016
18,M,3,419,55422
35,M,1,420,55406
45,F,3,421,55125
56,M,17,422,55104
18,M,4,423,55455
25,M,17,424,55112
25,M,12,425,55303
18,M,4,426,55455
35,M,12,427,55104
18,F,4,428,55455
18,M,0,429,54901
18,F,10,430,55306
18,M,10,431,55303
45,M,16,432,55306
50,M,6,433,55115
45,F,3,434,98155
25,M,7,435,55125
18,M,4,436,43023
35,M,17,437,55030
18,M,11,438,53705
35,M,14,439,55129
56,M,1,440,32940
35,M,1,441,55127
25,M,1,442,55105
25,M,3,443,55421
56,M,0,444,55108
45,M,12,445,55117
50,F,0,446,55042
45,F,11,447,55105
25,M,17,448,80123
25,M,7,449,85037
45,M,1,450,24523
56,M,13,451,54720
50,M,17,452,55117
18,M,4,453,55102
25,M,20,454,55092
35,F,2,455,55113
35,M,0,456,55105
18,M,4,457,54703
50,M,16,458,55405-2546
18,F,4,459,55105
45,M,18,460,55313
50,M,7,461,55075
18,M,16,462,55416
25,M,7,463,55105
18,F,4,464,55455
18,M,19,465,94523
25,M,5,466,55405
35,F,3,467,55075
1,F,10,468,55082
35,M,6,469,55122
1,F,10,470,55068
35,M,7,471,08904
35,M,0,472,55418
18,F,4,473,55112
25,M,17,474,92126
25,F,2,475,55421
35,M,0,476,55127
35,M,14,477,55410
50,M,16,478,55113
25,M,12,479,55042
18,F,4,480,55422
45,M,7,481,55115
25,M,14,482,55305
18,M,12,483,55105
1,F,10,484,55104
56,M,7,485,55042
56,M,0,486,91367
35,F,17,487,55082
25,M,12,488,55107
18,M,4,489,55455
1,M,10,490,55345
18,M,4,491,56043
25,M,12,492,55112
50,M,7,493,55016
35,F,0,494,17870
18,M,10,495,55421
18,M,4,496,55455
25,F,17,497,55412
35,M,17,498,55113
25,F,1,499,55108
18,F,2,500,55105
25,M,2,501,55372
35,M,6,502,55126
35,M,11,503,73120
25,M,2,504,17003
35,M,17,505,37815
25,M,16,506,55103-1006
25,F,0,507,55405
25,M,12,508,55418
25,M,2,509,55125
18,M,12,510,55109
45,F,4,511,15232
35,M,0,512,55379
25,M,0,513,55119
25,M,2,514,55113
25,M,1,515,55406
56,F,14,516,55033
25,F,14,517,55408
35,F,12,518,75240
35,F,14,519,55038
35,F,20,520,55104
56,M,7,521,55105
25,M,12,522,55124
50,M,7,523,55105
18,M,0,524,91320
35,M,6,525,19027
45,M,17,526,94806
25,F,2,527,11201
18,F,17,528,83843
35,M,12,529,92009
25,M,2,530,10019
18,F,14,531,22206
25,M,7,532,94301
25,M,12,533,27514
25,M,15,534,55902
35,M,6,535,95370
25,M,20,536,01267
45,M,14,537,07704
56,M,16,538,95407
25,M,2,539,55103
18,M,1,540,15213
18,F,4,541,5849574
18,M,4,542,78705
25,M,5,543,55057
35,M,12,544,94538
35,M,17,545,01890
25,F,0,546,37211
35,M,12,547,76109
35,F,16,548,96860
25,M,6,549,53217
45,M,8,550,21559
35,M,20,551,55116
50,M,18,552,23456
25,M,2,553,94131
25,M,12,554,94086
18,M,4,555,53213
25,F,9,556,37221
56,M,1,557,30030
35,M,20,558,55108
25,F,7,559,60422
45,M,15,560,81335
18,F,14,561,64060
35,M,20,562,48083
25,M,4,563,53703
45,M,1,564,49419
25,M,16,565,45242
25,M,17,566,92122
35,M,20,567,52570-9634
50,F,17,568,19716
18,F,4,569,97339
25,M,4,570,33314
50,M,5,571,95401
18,M,4,572,61801
35,F,2,573,98119
25,M,19,574,90214
25,M,12,575,92130
45,F,15,576,20910
35,M,0,577,02115
18,M,17,578,90064
25,M,5,579,32839
1,M,10,580,08534
50,M,14,581,73543
18,M,4,582,67042
25,F,0,583,48067
25,F,0,584,94403
18,M,1,585,53703
35,M,14,586,53092
25,M,20,587,92649
25,F,11,588,23220
18,M,2,589,90210
35,F,6,590,98032
25,M,0,591,76201
18,M,0,592,92103
50,F,1,593,91711
56,F,13,594,60076
25,M,7,595,10019
25,F,1,596,01950
35,M,12,597,80206
35,M,7,598,95476
50,M,6,599,53711
35,M,17,600,66209
18,F,20,601,06320
56,F,6,602,14612
25,F,6,603,32256
45,M,17,604,32256
18,F,4,605,44425
1,F,10,606,49507
25,M,0,607,43614
18,M,4,608,18011
25,M,7,609,10012
25,M,4,610,77025
35,M,0,611,20715
50,M,7,612,95020
35,M,20,613,10562
35,M,1,614,90024
50,M,17,615,32951
25,M,7,616,94115
25,F,7,617,92117
25,M,0,618,74105
18,F,1,619,94706
18,M,0,620,13210
18,M,4,621,93560
25,M,0,622,92612
25,M,17,623,60555
25,M,1,624,75207
35,F,12,625,44106
18,M,4,626,77005
50,M,2,627,97210
35,F,0,628,20715
1,F,10,629,48154
35,F,14,630,80525
35,M,17,631,28601
45,M,17,632,07649
25,M,17,633,94131
1,F,10,634,49512
56,M,17,635,33785
18,M,20,636,92055
35,M,12,637,97132
25,M,6,638,77584
45,M,17,639,85202
18,M,4,640,47406
35,F,0,641,55116
35,F,1,642,78155
25,M,2,643,23188
25,M,20,644,93704
35,M,20,645,11215
35,M,7,646,08505
35,M,12,647,85224
25,F,12,648,94131
25,M,4,649,80526
25,M,17,650,49445
35,M,7,651,20895
18,M,20,652,12222
56,M,13,653,92660
50,M,7,654,75023
25,F,2,655,92629
45,F,16,656,92106
50,F,13,657,34691
25,F,0,658,10021
25,F,0,659,28134
45,M,16,660,70507
45,M,1,661,13114
18,M,4,662,99163
25,F,7,663,12345
35,M,18,664,74601
18,M,2,665,13317
18,F,0,666,08540
25,M,18,667,98438
25,F,3,668,22042
25,M,17,669,30307
25,M,12,670,30303
18,M,4,671,61761
35,M,7,672,46845
25,M,20,673,10023
25,M,17,674,22042
25,M,20,675,02048
18,M,16,676,55129
50,M,2,677,94122
25,M,0,678,34952
35,M,16,679,29681
25,M,12,680,37013
35,M,7,681,30501
25,M,4,682,27510
25,M,4,683,27514
25,M,4,684,27510
25,M,4,685,27514
18,M,4,686,27514
25,F,7,687,14136
56,M,13,688,13407
50,F,0,689,48103
25,M,12,690,90717
35,M,11,691,96813
25,F,0,692,85207
35,M,12,693,98103
18,M,4,694,76401
18,F,1,695,04240
25,M,12,696,94114
50,F,6,697,97330
18,M,4,698,76401
18,M,0,699,73505
50,M,17,700,14650
18,F,4,701,01002
35,M,7,702,90808
56,F,1,703,44074
35,F,8,704,85712
25,M,4,705,48065
35,M,20,706,78664
35,M,7,707,17740
25,M,0,708,37042
18,M,0,709,92647
25,M,20,710,85207
25,M,18,711,80521
25,M,0,712,95136
35,M,7,713,79912
18,M,4,714,76013
18,M,0,715,53715
18,M,4,716,98188
25,M,11,717,90211
18,M,2,718,90211
1,M,0,719,75070
18,M,0,720,55129
35,F,9,721,97520
25,M,12,722,55106
25,M,12,723,98027
50,M,13,724,90266
56,M,11,725,08904
25,F,9,726,77449
35,M,11,727,94061
25,M,6,728,11598
35,M,12,729,85284
25,M,0,730,10580
45,M,3,731,55410
25,M,7,732,07030
35,M,16,733,30034
25,M,7,734,90078
25,M,14,735,04240
18,M,12,736,07070
1,M,19,737,53711
18,M,17,738,99205
35,M,12,739,55803
25,M,14,740,24551
25,M,5,741,44095
18,M,0,742,54758
1,F,2,743,60660
25,M,17,744,77007
1,M,10,745,90004
18,F,19,746,95019
18,M,4,747,98606
25,M,0,748,60098
35,M,18,749,56303
35,F,9,750,13066
25,F,17,751,97201
25,F,3,752,97401
1,M,10,753,42754
35,M,7,754,38024
35,F,0,755,94002
35,M,0,756,90064
25,M,12,757,97401
35,M,7,758,19518
56,F,3,759,89156
56,M,15,760,94114
18,M,7,761,99945
1,M,10,762,63041
18,M,10,763,02882
18,M,20,764,85296
25,M,17,765,74467
25,F,7,766,95128
25,M,12,767,45241
25,M,12,768,17067
45,M,17,769,02421
18,M,4,770,98499
50,F,1,771,75087
18,M,12,772,89118
25,M,6,773,48108
18,M,4,774,22903
1,M,17,775,56258
25,F,3,776,92627
18,M,19,777,87543
18,M,17,778,32694
25,M,0,779,60156
25,M,17,780,91776
18,M,4,781,95076
56,M,1,782,28223
25,M,4,783,53703
18,M,0,784,11040
18,M,19,785,29307
25,M,0,786,55987
18,M,4,787,77802
25,M,0,788,37601
18,M,1,789,67212
25,M,17,790,45694
35,M,7,791,27511
25,M,17,792,01002
35,F,14,793,37043
50,M,20,794,10543
35,F,14,795,19147
50,M,6,796,98237
50,F,7,797,20175
25,F,20,798,48464
25,F,5,799,98498
35,F,12,800,72032
25,F,20,801,95776
25,M,16,802,22801
18,M,4,803,67217
25,M,20,804,90032
35,M,12,805,37211
35,M,0,806,34990
18,M,4,807,89015
25,M,7,808,85226
25,M,17,809,70508
25,M,12,810,98006
50,M,0,811,94043
25,M,6,812,37930
18,M,4,813,70002
18,F,4,814,92612
25,M,4,815,37130
45,M,0,816,92108
18,M,4,817,41076
18,M,4,818,60107
35,M,7,819,60611
35,M,7,820,78759
18,M,2,821,14456
25,F,1,822,07666
25,M,0,823,92078
35,M,12,824,94530
56,M,1,825,39532
35,F,1,826,80210
45,M,2,827,55409
18,M,4,828,70817
1,M,19,829,53711
35,M,7,830,60657
45,F,0,831,20874
18,M,2,832,19464
35,M,7,833,46825
35,F,12,834,78640
56,M,0,835,94952
25,M,11,836,10023
56,M,7,837,08540
50,M,17,838,92661
25,M,0,839,98103
25,F,3,840,02828
50,F,14,841,92119
18,F,0,842,55102
25,M,7,843,49321
25,M,0,844,92121
18,F,0,845,20009
25,M,5,846,80209
25,F,7,847,80228
25,M,15,848,94121
25,M,3,849,75006
35,M,0,850,60640
18,M,4,851,75287
25,M,5,852,92105
25,M,17,853,55447
25,F,16,854,44092
18,F,2,855,72701
45,F,6,856,02453
35,M,17,857,11701
35,M,14,858,10013
25,M,12,859,10128
18,M,0,860,78237
25,M,7,861,37027
35,M,7,862,10019
25,M,7,863,62522
25,F,0,864,97205
35,M,1,865,91711
1,M,10,866,08820
45,M,12,867,95814
50,M,17,868,01702-7224
18,M,20,869,92026
25,F,1,870,02144
1,M,10,871,76013
50,M,1,872,20815
56,M,6,873,19027
45,M,15,874,26105
1,M,10,875,94707
25,M,4,876,43202
25,M,0,877,90631
18,M,2,878,01720
45,M,16,879,92018
35,M,17,880,94114
18,M,14,881,76401
18,M,2,882,01720
35,F,14,883,92673
1,M,10,884,49454
35,M,0,885,48105
56,F,0,886,14830
56,F,16,887,55345
1,F,10,888,08820
45,M,20,889,10024
18,M,4,890,92153
25,M,1,891,80202
35,M,0,892,76031
50,F,6,893,85016
18,M,4,894,31602
50,M,1,895,34683
18,M,15,896,94015
25,M,6,897,92130
25,M,7,898,77005
25,F,1,899,30605
56,F,13,900,90066
56,F,0,901,92027
56,M,0,902,45432
56,M,13,903,75165
35,M,20,904,92308
45,F,12,905,28655
1,M,10,906,71106
45,F,6,907,92117
50,F,1,908,92103
45,M,7,909,92831
50,F,0,910,98226
50,M,0,911,98226
35,F,2,912,91324
25,M,0,913,20744-6223
35,F,9,914,30338
25,M,7,915,72762
25,F,1,916,92084
50,M,6,917,92117
45,F,1,918,91901
35,F,1,919,92056
18,M,4,920,92173
25,M,17,921,92084
56,M,16,922,48009
25,M,7,923,37212
50,M,17,924,98642
35,F,3,925,48073
1,M,10,926,07869
25,F,20,927,91105
56,F,16,928,98199
25,M,15,929,53706
25,M,5,930,98380
56,F,1,931,06032
35,F,6,932,97838
45,M,1,933,49419
35,F,7,934,97401
35,M,14,935,60538
18,M,4,936,34567
25,M,15,937,60513
25,F,1,938,01060
25,F,20,939,20110-5616
1,M,10,940,76240
18,M,20,941,45387
50,F,6,942,85716
45,F,12,943,08033
35,M,0,944,91505
45,M,7,945,49345
35,M,7,946,48103-8929
18,M,0,947,21015
56,M,12,948,43056
50,M,17,949,96753
35,M,7,950,21044
45,M,2,951,10009
56,M,16,952,97478
50,M,20,953,97030
25,F,0,954,21030
50,F,7,955,94941
35,M,1,956,55104
35,M,1,957,29706
35,M,2,958,48116
50,M,11,959,44622
1,M,10,960,45244
18,M,10,961,10016
25,F,1,962,80020
25,M,0,963,48197
25,M,7,964,94123
56,M,7,965,10954
56,M,2,966,92262
18,F,0,967,43615
50,M,12,968,94530
25,F,11,969,19103
25,M,0,970,27615
25,M,12,971,43615
45,M,1,972,02138
25,F,1,973,80026
35,M,19,974,94930
35,M,0,975,98136
35,M,14,976,89113
25,M,2,977,80110
18,M,0,978,19116
1,M,10,979,48073
25,M,6,980,92014
25,M,20,981,02141
25,F,9,982,92064
25,F,16,983,99224
50,M,16,984,92129
25,M,4,985,32608
56,F,0,986,19004
35,F,17,987,48098
50,M,11,988,48823
50,M,0,989,20706
18,M,6,990,10004
25,F,9,991,48103
35,F,3,992,02780
25,M,0,993,45678
18,M,2,994,92109
18,F,4,995,96803
25,M,17,996,98102
1,M,19,997,15748
45,M,20,998,10019
25,M,15,999,62558
25,F,6,1000,90027
25,M,4,1001,90210
50,M,11,1002,07043
25,M,2,1003,19320
25,M,3,1004,95136
35,M,11,1005,08003
18,M,4,1006,53220
50,M,12,1007,01960
35,M,3,1008,77064
50,M,7,1009,48315
25,M,0,1010,10310
25,M,8,1011,92115
35,F,1,1012,30004
56,M,13,1013,02576
45,F,17,1014,03054
35,M,3,1015,11220
56,M,16,1016,60044
35,M,0,1017,30906
18,M,4,1018,95616
35,M,1,1019,60640
18,M,20,1020,93455
35,M,0,1021,94559
25,M,3,1022,00918
56,M,13,1023,92675
35,F,1,1024,74135
25,M,16,1025,34677
45,F,0,1026,19130
18,M,4,1027,77005
45,F,7,1028,03848
25,M,0,1029,20015
25,M,7,1030,97303
35,M,16,1031,19803
50,M,16,1032,19425
25,M,5,1033,60076
35,F,1,1034,82601
18,M,2,1035,15956
35,M,7,1036,28036
45,M,7,1037,02081
56,F,15,1038,20194
35,F,1,1039,02346
25,M,11,1040,76309
45,M,2,1041,94306
35,M,5,1042,92801
50,F,11,1043,87004
25,M,20,1044,72701
1,F,10,1045,77477
56,M,18,1046,53404-1230
18,M,0,1047,62225
35,M,6,1048,75225
45,M,14,1049,95002
25,M,1,1050,97302
25,F,0,1051,60513
35,F,2,1052,75214
35,M,0,1053,18360
1,M,10,1054,75040
35,M,0,1055,91505
1,M,0,1056,48133
45,M,17,1057,73069
25,M,1,1058,97321
25,F,0,1059,97213
18,M,10,1060,11235
45,M,0,1061,46060
50,M,19,1062,59457
35,M,7,1063,50265
25,M,7,1064,91344
25,F,0,1065,94402
45,M,12,1066,02151
35,M,12,1067,94402
18,F,4,1068,77581
25,M,20,1069,98105
45,F,2,1070,20036
50,M,16,1071,13045
35,F,7,1072,07601
25,F,6,1073,72211
45,M,17,1074,48073
25,F,6,1075,60660
25,F,3,1076,27606
25,M,3,1077,60660
45,F,9,1078,95661
25,M,7,1079,98115
56,M,7,1080,08854
18,M,4,1081,68144-2410
45,M,7,1082,48170
56,M,0,1083,27705
1,M,19,1084,03226
25,M,7,1085,34695
18,M,4,1086,98225
25,M,16,1087,08826
1,F,10,1088,98103
35,M,6,1089,37853
25,M,7,1090,94105
18,M,5,1091,345567
18,F,4,1092,49525
50,M,14,1093,60504
18,F,0,1094,92626
56,F,6,1095,08753
1,M,10,1096,80439
18,M,17,1097,92109
35,M,7,1098,94945
25,M,17,1099,77059
25,M,0,1100,60090
35,M,1,1101,06417
18,M,1,1102,55408
45,F,7,1103,60605
35,M,11,1104,10023
35,M,6,1105,48105
18,M,4,1106,90241
50,F,1,1107,02324
56,M,1,1108,93003
18,M,10,1109,45904
56,F,6,1110,77005
50,F,16,1111,44319
18,M,6,1112,19104
18,M,4,1113,97215
18,F,9,1114,75801
25,F,1,1115,60551
25,M,15,1116,92121
18,M,14,1117,10017
50,M,13,1118,02718
35,M,1,1119,90504
18,M,4,1120,95616
56,M,7,1121,78701
56,M,14,1122,02632
50,M,0,1123,91789
25,M,2,1124,60156
18,F,4,1125,53715
56,M,16,1126,13031
25,M,0,1127,11788
25,M,1,1128,72701
35,M,17,1129,22309
18,M,7,1130,60012
56,M,13,1131,12570
18,M,12,1132,98225
18,M,2,1133,90038
18,M,20,1134,19114
50,M,13,1135,98201
35,F,7,1136,90274
18,M,4,1137,13165
18,M,12,1138,12047
25,M,1,1139,93420-2852
45,F,2,1140,73069
25,F,3,1141,84770
18,M,1,1142,43623
50,M,7,1143,94024
25,M,7,1144,94025
50,M,3,1145,92103
18,F,16,1146,80260
25,M,20,1147,98101
35,M,17,1148,92618
25,M,12,1149,98103
25,F,20,1150,75226
25,M,15,1151,46805
18,M,4,1152,30328
18,M,10,1153,33024
1,F,10,1154,53545
25,M,12,1155,90278
50,F,2,1156,33334
45,M,7,1157,30253
35,F,1,1158,98026
18,M,0,1159,48314
18,M,14,1160,07017
25,M,0,1161,10025
35,F,0,1162,97213
1,M,10,1163,70448
25,F,19,1164,90020
25,M,12,1165,45014
56,M,6,1166,94030
50,F,1,1167,55126
25,F,0,1168,94109
25,M,20,1169,94402
56,M,3,1170,10023
45,M,12,1171,94114
25,F,0,1172,61801
25,F,7,1173,10019
18,F,16,1174,91780
25,F,2,1175,90020
56,M,1,1176,44256
25,F,17,1177,01453
56,M,0,1178,48186
50,M,1,1179,91030
50,F,20,1180,95503
35,M,7,1181,20716
1,M,10,1182,91326
35,M,19,1183,94598
25,F,4,1184,92354
35,F,1,1185,97374
18,M,19,1186,98502
1,F,0,1187,90210
45,M,7,1188,72212
25,M,0,1189,85712
45,M,0,1190,98031
35,F,0,1191,98117
50,M,16,1192,98103
25,M,12,1193,90712
25,F,1,1194,95617
1,F,10,1195,13907
18,F,14,1196,22203
35,M,1,1197,44077
1,M,10,1198,49544
50,M,13,1199,77459
1,M,0,1200,97222
18,M,4,1201,84112-2004
35,M,12,1202,97006
25,F,1,1203,06417
25,M,7,1204,95076
56,F,0,1205,46814
50,F,7,1206,33764
50,M,0,1207,43617
25,M,0,1208,12590
35,M,7,1209,94127
25,M,17,1210,27519
18,M,4,1211,10027
50,F,1,1212,60089
50,M,0,1213,91505
56,M,13,1214,94558
35,M,17,1215,23602
25,M,2,1216,90292
25,M,12,1217,94118
56,M,15,1218,13207
25,M,7,1219,12206
1,M,10,1220,48073
18,M,0,1221,19134
35,M,0,1222,52162
25,M,2,1223,60102
50,M,13,1224,02125
45,M,7,1225,61081
18,M,20,1226,07087
50,M,1,1227,90027
25,M,1,1228,94720
25,F,4,1229,48219
25,M,11,1230,95125
25,M,12,1231,60515
18,F,4,1232,43235
45,F,20,1233,94519
18,M,4,1234,91006
25,F,7,1235,94043
25,F,1,1236,48316
18,M,4,1237,32720
35,F,20,1238,11215
25,F,20,1239,50111
18,F,14,1240,02144
1,M,10,1241,11803
35,F,0,1242,10014
35,M,15,1243,92627
25,M,4,1244,22030
25,M,17,1245,80461
18,M,4,1246,98225
